Quarter,Time,Down,ToGo,Location,Detail,TEN,MIA,EPB,EPA
1,15:00,,,MIA 35,Jason Sanders kicks off 57 yards returned by Darius Jennings for 27 yards (tackle by T.J. McDonald),0,0,0.000,-1.270
1,14:52,1,10,OTI 35,Derrick Henry left guard for 2 yards (tackle by Robert Quinn and Davon Godchaux),0,0,1.270,0.990
1,14:52,2,8,OTI 37,Marcus Mariota pass complete short left to Delanie Walker for 8 yards (tackle by Jerome Baker),0,0,0.990,1.930
1,13:47,1,10,OTI 45,Derrick Henry left tackle for 1 yard (tackle by T.J. McDonald),0,0,1.930,1.520
1,13:03,2,9,OTI 46,Derrick Henry left tackle for 3 yards (tackle by Jerome Baker),0,0,1.520,1.220
1,12:22,3,6,OTI 49,Marcus Mariota pass complete deep middle to Corey Davis for 17 yards (tackle by Xavien Howard),0,0,1.220,3.310
1,11:37,1,10,MIA 34,Derrick Henry left end for 5 yards (tackle by Minkah Fitzpatrick),0,0,3.310,3.450
1,11:11,2,5,MIA 29,Marcus Mariota pass complete short right to Corey Davis for 1 yard (tackle by Minkah Fitzpatrick),0,0,3.450,2.870
1,10:29,3,4,MIA 28,Marcus Mariota pass incomplete deep left intended for Taywan Taylor,0,0,2.870,1.650
1,10:22,4,4,MIA 28,Ryan Succop 47 yard field goal good,3,0,1.650,3.000
1,10:18,,,OTI 35,Ryan Succop kicks off 66 yards returned by Jakeem Grant for 23 yards (tackle by Aaron Wallace),3,0,0.000,-0.410
1,10:13,1,10,MIA 22,Kenyan Drake for 10 yards,3,0,0.410,1.070
1,9:43,1,10,MIA 32,Penalty on Laremy Tunsil: False Start 5 yards (no play),3,0,1.070,0.740
1,9:22,1,15,MIA 27,Ryan Tannehill pass complete short right to Danny Amendola for 7 yards (tackle by Wesley Woodyard),3,0,0.740,0.800
1,8:45,2,8,MIA 34,Kenyan Drake right tackle for 1 yard (tackle by DaQuan Jones and Brian Orakpo),3,0,0.800,0.230
1,8:19,3,7,MIA 35,Ryan Tannehill pass complete short left to Danny Amendola for 3 yards (tackle by Logan Ryan),3,0,0.230,-0.850
1,7:46,4,4,MIA 38,Matt Haack punts 62 yards touchback,3,0,-0.850,-0.280
1,7:38,1,10,OTI 20,Marcus Mariota pass complete short right to Corey Davis for 10 yards (tackle by Reshad Jones and Raekwon McMillan),3,0,0.280,0.940
1,7:09,1,10,OTI 30,Marcus Mariota pass complete short right to Tajae Sharpe for 17 yards (tackle by T.J. McDonald),3,0,0.940,2.060
1,6:22,,,,Timeout #1 by Tennessee Titans,3,0,,
1,6:22,1,10,OTI 47,Derrick Henry left tackle for no gain (tackle by Davon Godchaux),3,0,2.060,1.520
1,5:35,2,10,OTI 47,Marcus Mariota pass complete short right to Derrick Henry for 5 yards (tackle by Davon Godchaux and Reshad Jones),3,0,1.520,1.490
1,4:53,3,5,MIA 48,Marcus Mariota left end for 7 yards (tackle by Bobby McCain and Minkah Fitzpatrick),3,0,1.490,2.850
1,4:05,,,,Timeout #2 by Tennessee Titans,3,0,,
1,4:05,1,10,MIA 41,Derrick Henry right guard for 5 yards (tackle by Cameron Wake),3,0,2.850,2.980
1,3:28,2,5,MIA 36,Marcus Mariota pass complete deep left to Luke Stocker for 31 yards (tackle by T.J. McDonald),3,0,2.980,6.060
1,2:41,1,5,MIA 5,Derrick Henry left guard for 2 yards (tackle by Bobby McCain and Jordan Phillips),3,0,6.060,5.530
1,1:59,2,3,MIA 3,Marcus Mariota pass incomplete short left intended for Delanie Walker (defended by Bobby McCain),3,0,5.530,4.720
1,1:55,3,3,MIA 3,Marcus Mariota pass incomplete short left intended for Corey Davis,3,0,4.720,3.040
1,1:47,4,3,MIA 3,Marcus Mariota pass complete short right to Corey Davis for 1 yard (tackle by Minkah Fitzpatrick),3,0,3.040,0.380
1,1:42,1,10,MIA 2,Penalty on Jurrell Casey: Neutral Zone Infraction 5 yards (no play),3,0,-0.380,-0.190
1,1:42,1,5,MIA 7,Kenyan Drake right tackle for 6 yards (tackle by Logan Ryan). Penalty on DaQuan Jones: Defensive Offside (Declined),3,0,-0.190,-0.320
1,1:21,1,10,MIA 13,Ryan Tannehill pass complete short right to Albert Wilson for 4 yards (tackle by Adoree' Jackson),3,0,-0.320,-0.300
1,0:52,2,6,MIA 17,Ryan Tannehill pass incomplete short right intended for Danny Amendola,3,0,-0.300,-0.940
1,0:47,3,6,MIA 17,Ryan Tannehill pass complete short middle to Albert Wilson for 6 yards (tackle by Derrick Morgan),3,0,-0.940,0.480
1,0:03,1,10,MIA 23,Ryan Tannehill pass complete short right to Kenyan Drake for 4 yards (tackle by Adoree' Jackson),3,0,0.480,0.470
2,15:00,2,6,MIA 27,Ryan Tannehill pass complete short right to Jakeem Grant for 7 yards,3,0,0.470,1.200
2,14:36,1,10,MIA 34,Frank Gore left guard for 10 yards (tackle by Kenny Vaccaro),3,0,1.200,1.860
2,14:01,1,10,MIA 44,Ryan Tannehill pass complete short left to Jakeem Grant for 8 yards (tackle by Malcolm Butler). Penalty on Malcolm Butler: Unnecessary Roughness 15 yards,3,0,1.860,3.380
2,13:35,1,10,OTI 33,Frank Gore left tackle for 7 yards (tackle by Wesley Woodyard and Jurrell Casey),3,0,3.380,3.780
2,13:01,2,3,OTI 26,Albert Wilson left end for 5 yards (tackle by Malcolm Butler),3,0,3.780,4.170
2,12:27,1,10,OTI 21,Ryan Tannehill pass complete short right to Albert Wilson for 5 yards (tackle by Jurrell Casey). Penalty on Laremy Tunsil: Offensive Holding 10 yards (no play),3,0,4.170,3.510
2,12:01,1,20,OTI 31,Frank Gore left tackle for 21 yards (tackle by Malcolm Butler),3,0,3.510,4.910
2,11:26,1,10,OTI 10,Ryan Tannehill pass complete short right to Kenny Stills for 10 yards touchdown,3,6,4.910,7.000
2,11:21,,,OTI 15,Jason Sanders kicks extra point good,3,7,0.000,0.000
2,11:21,,,MIA 35,Jason Sanders kicks off 65 yards touchback,3,7,0.000,-0.610
2,11:21,1,10,OTI 25,Dion Lewis left tackle for -5 yards (tackle by Robert Quinn and Reshad Jones),3,7,0.610,-0.610
2,10:39,2,15,OTI 20,Marcus Mariota pass complete short middle to Dion Lewis for 13 yards (tackle by Kiko Alonso and Minkah Fitzpatrick),3,7,-0.610,0.430
2,9:54,3,2,OTI 33,Penalty on Robert Quinn: Neutral Zone Infraction 5 yards (no play),3,7,0.430,1.470
2,9:36,1,10,OTI 38,Dion Lewis right tackle for 1 yard (tackle by T.J. McDonald and Vincent Taylor),3,7,1.470,1.060
2,9:07,2,9,OTI 39,Marcus Mariota right end for 6 yards (tackle by T.J. McDonald and Charles Harris),3,7,1.060,1.160
2,8:22,3,3,OTI 45,Marcus Mariota pass incomplete deep left intended for Corey Davis,3,7,1.160,-0.390
2,8:17,4,3,OTI 45,Brett Kern punts 40 yards out of bounds,3,7,-0.390,0.220
2,8:11,1,10,MIA 15,Kenyan Drake middle for 8 yards (tackle by Jayon Brown),3,7,-0.220,0.480
2,7:43,2,2,MIA 23,Kenyan Drake right end for 8 yards (tackle by Jayon Brown). Penalty on Ja'Wuan James: Offensive Holding 10 yards (no play),3,7,0.480,-0.920
2,7:16,2,12,MIA 13,Ryan Tannehill pass complete short left to Jakeem Grant for 13 yards (tackle by Jayon Brown and Kenny Vaccaro),3,7,-0.920,0.670
2,6:45,1,10,MIA 26,Kenyan Drake left tackle for 16 yards (tackle by Kevin Byard),3,7,0.670,1.730
2,6:10,1,10,MIA 42,Frank Gore middle for 8 yards (tackle by Wesley Woodyard and Logan Ryan),3,7,1.730,2.270
2,5:27,2,2,50,Frank Gore middle for 3 yards (tackle by Bennie Logan and William Compton),3,7,2.270,2.460
2,4:53,1,10,OTI 47,Albert Wilson right tackle for 2 yards (tackle by Wesley Woodyard),3,7,2.460,2.180
2,4:15,2,8,OTI 45,Ryan Tannehill pass complete short right to Albert Wilson for 21 yards (tackle by Kenny Vaccaro),3,7,2.180,3.970
2,3:32,1,10,OTI 24,Kenyan Drake left end for -1 yards (tackle by Malcolm Butler),3,7,3.970,3.300
2,3:02,2,11,OTI 25,Ryan Tannehill left end for 2 yards (tackle by DaQuan Jones and Aaron Wallace),3,7,3.300,2.870
2,2:21,3,9,OTI 23,Ryan Tannehill pass complete short middle to Danny Amendola for 8 yards (tackle by Logan Ryan),3,7,2.870,2.590
2,2:00,4,1,OTI 15,Ryan Tannehill pass incomplete short right intended for Kenyan Drake,3,7,2.590,0.220
2,1:54,1,10,OTI 15,Marcus Mariota pass incomplete short left intended for Corey Davis,3,7,-0.220,-0.710
2,1:52,2,10,OTI 15,Dion Lewis middle for 9 yards (tackle by Kiko Alonso),3,7,-0.710,-0.270
2,1:09,3,1,OTI 24,Marcus Mariota middle for 2 yards (tackle by Akeem Spence),3,7,-0.270,0.670
2,0:54,1,10,OTI 26,Marcus Mariota pass incomplete short middle intended for Delanie Walker. Penalty on Taylor Lewan: Face Mask (15 Yards) 13 yards (no play),3,7,0.670,-0.670
2,0:49,1,23,OTI 13,Dion Lewis middle for 4 yards (tackle by Minkah Fitzpatrick and Raekwon McMillan),3,7,-0.670,-1.220
2,0:40,,,,Timeout #1 by Miami Dolphins,3,7,,
2,0:40,2,19,OTI 17,Dion Lewis middle for 6 yards (tackle by Akeem Spence),3,7,-1.220,-0.960
2,0:35,,,,Timeout #2 by Miami Dolphins,3,7,,
2,0:35,3,13,OTI 23,Dion Lewis middle for 4 yards (tackle by Kiko Alonso and Cameron Wake),3,7,-0.960,-1.570
2,0:30,,,,Timeout #3 by Miami Dolphins,3,7,,
2,0:30,4,9,OTI 27,Brett Kern punts 55 yards returned by Jakeem Grant for -1 yards (tackle by David Fluellen),3,7,-1.570,0.060
2,0:18,1,10,MIA 17,Ryan Tannehill kneels for -1 yards,3,7,-0.060,-0.730
3,15:00,,,OTI 35,--,3,7,0.000,-0.610
3,15:00,1,10,MIA 25,Frank Gore left guard for 3 yards (tackle by Wesley Woodyard and Jurrell Casey),3,7,0.610,0.470
3,14:30,2,7,MIA 28,Ryan Tannehill pass complete short middle to Kenyan Drake for 4 yards (tackle by Wesley Woodyard),3,7,0.470,0.300
3,13:51,3,3,MIA 32,Ryan Tannehill pass incomplete deep left intended for Danny Amendola,3,7,0.300,-1.240
3,13:45,4,3,MIA 32,Matt Haack punts 45 yards returned by Adoree' Jackson for 26 yards (tackle by Brandon Bolden),3,7,-1.240,-2.190
3,13:32,1,10,OTI 49,Derrick Henry right guard for 3 yards (tackle by Andre Branch),3,7,2.190,2.050
3,12:55,2,7,MIA 48,Derrick Henry right guard for 3 yards (tackle by Vincent Taylor and Jerome Baker),3,7,2.050,1.750
3,12:14,3,4,MIA 45,Blaine Gabbert pass incomplete short right intended for Delanie Walker,3,7,1.750,0.270
3,12:10,4,4,MIA 45,Brett Kern punts 35 yards fair catch by Danny Amendola,3,7,0.270,0.380
3,12:05,1,10,MIA 10,Kenyan Drake right end for 5 yards (tackle by Jayon Brown),3,7,-0.380,-0.350
3,11:29,2,5,MIA 15,Kenyan Drake left end for 4 yards (tackle by Wesley Woodyard and Jayon Brown),3,7,-0.350,-0.370
3,10:50,3,1,MIA 19,Kenyan Drake middle for -1 yards (tackle by Jurrell Casey and Wesley Woodyard),3,7,-0.370,-2.240
3,10:09,4,2,MIA 18,Matt Haack punts 65 yards returned by Rishard Matthews for 18 yards (tackle by Walt Aikens),3,7,-2.240,-1.270
3,9:58,1,10,OTI 35,Marcus Mariota for 4 yards (tackle by Reshad Jones),3,7,1.270,1.260
3,9:19,2,6,OTI 39,Marcus Mariota pass incomplete deep left intended for Tajae Sharpe is intercepted by Reshad Jones at MIA-39 and returned for 26 yards. Penalty on Jordan Phillips: Taunting (Offsetting) Penalty on Dion Lewis: Taunting (Offsetting) Penalty on Bobby McCain: Taunting (Offsetting),3,7,1.260,-3.250
3,9:04,1,10,OTI 35,Ryan Tannehill pass complete short left to Jakeem Grant for 4 yards (tackle by Logan Ryan),3,7,3.250,3.240
,,,,,TEN challenged the runner was down by contact ruling and the play was upheld.,,,,
3,8:39,2,6,OTI 31,Ryan Tannehill pass incomplete short right intended for Danny Amendola. Penalty on Logan Ryan: Defensive Holding 5 yards (no play),3,7,3.240,3.840
3,8:33,1,10,OTI 26,Ryan Tannehill pass complete short right to Danny Amendola for 8 yards (tackle by LeShaun Sims),3,7,3.840,4.450
3,8:05,2,2,OTI 18,Ryan Tannehill pass complete short left to Mike Gesicki for 11 yards (tackle by Kevin Byard),3,7,4.450,5.600
3,7:35,1,7,OTI 7,Kenyan Drake middle for 3 yards (tackle by Kenny Vaccaro),3,7,5.600,5.340
3,6:57,2,4,OTI 4,Ryan Tannehill pass incomplete short left intended for Mike Gesicki is intercepted by Malcolm Butler at TEN--1 and returned for 34 yards,3,7,5.340,-1.140
3,6:47,1,10,OTI 33,Marcus Mariota pass incomplete short right intended for Dion Lewis is intercepted by Kiko Alonso at TEN-29 and returned for 1 yard,3,7,1.140,-3.710
3,6:42,1,10,OTI 28,Frank Gore middle for 4 yards (tackle by Malcolm Butler and Brian Orakpo),3,7,3.710,3.710
3,6:02,2,6,OTI 24,Ryan Tannehill pass complete short right to Kenny Stills for 10 yards (tackle by Adoree' Jackson),3,7,3.710,4.650
3,5:23,,,,Timeout #1 by Miami Dolphins,3,7,,
3,5:23,1,10,OTI 14,Ryan Tannehill pass incomplete short right intended for Albert Wilson (defended by Malcolm Butler),3,7,4.650,4.000
3,5:18,2,10,OTI 14,Frank Gore middle for 8 yards (tackle by Kevin Byard),3,7,4.000,4.730
3,4:51,3,2,OTI 6,Frank Gore right tackle for -3 yards (tackle by Jurrell Casey and Kamalei Correa),3,7,4.730,2.880
3,4:09,4,5,OTI 9,Jason Sanders 27 yard field goal good,3,10,2.880,3.000
3,4:05,,,MIA 35,Jason Sanders kicks off 65 yards touchback,3,10,0.000,-0.610
3,4:05,1,10,OTI 25,Blaine Gabbert for 8 yards (tackle by Cameron Wake and Akeem Spence),3,10,0.610,1.140
3,3:38,2,2,OTI 33,Penalty on Davon Godchaux: Neutral Zone Infraction 5 yards (no play),3,10,1.140,1.470
3,3:15,1,10,OTI 38,Dion Lewis right end for 2 yards (tackle by Xavien Howard and Cameron Wake),3,10,1.470,1.190
3,2:32,2,8,OTI 40,Dion Lewis left tackle for 26 yards (tackle by Kiko Alonso and Akeem Spence),3,10,1.190,3.310
3,1:59,1,10,MIA 34,Dion Lewis middle for -2 yards (tackle by Reshad Jones),3,10,3.310,2.500
3,1:08,2,12,MIA 36,Blaine Gabbert pass complete short right to Delanie Walker for 16 yards (tackle by Vincent Taylor),3,10,2.500,4.240
3,0:30,1,10,MIA 20,Blaine Gabbert pass incomplete short left intended for Tajae Sharpe (defended by Bobby McCain),3,10,4.240,3.690
3,0:26,2,10,MIA 20,Dion Lewis left tackle for 1 yard (tackle by Vincent Taylor),3,10,3.690,3.100
4,15:00,3,9,MIA 19,Blaine Gabbert pass complete short middle to Corey Davis for 15 yards (tackle by Reshad Jones),3,10,3.100,6.280
4,14:22,1,4,MIA 4,Dion Lewis middle for 4 yards touchdown,9,10,6.280,7.000
4,14:17,,,MIA 15,Ryan Succop kicks extra point good,10,10,0.000,0.000
4,14:17,,,OTI 35,Ryan Succop kicks off 67 yards returned by Jakeem Grant for 102 yards touchdown,10,16,0.000,-7.000
4,14:04,,,OTI 15,Jason Sanders kicks extra point good,10,17,0.000,0.000
4,14:04,,,MIA 35,Jason Sanders kicks off 65 yards touchback,10,17,0.000,-0.610
4,14:04,1,10,OTI 25,Blaine Gabbert pass incomplete short middle intended for Corey Davis,10,17,0.610,0.060
4,14:01,2,10,OTI 25,Blaine Gabbert pass complete short right to Delanie Walker for 13 yards (tackle by Reshad Jones),10,17,0.060,1.470
4,13:23,1,10,OTI 38,Derrick Henry right end for 2 yards. Penalty on Delanie Walker: Offensive Holding 10 yards,10,17,1.470,0.940
4,13:14,1,18,OTI 30,Blaine Gabbert pass complete short middle to Luke Stocker for 6 yards (tackle by Raekwon McMillan and Chase Allen),10,17,0.940,0.650
4,12:30,2,12,OTI 36,Blaine Gabbert pass incomplete short left intended for Dion Lewis,10,17,0.650,-0.030
4,12:26,3,12,OTI 36,Blaine Gabbert pass complete short left to Dion Lewis for 6 yards (tackle by Raekwon McMillan and Robert Quinn),10,17,-0.030,-0.590
4,11:45,4,6,OTI 42,Brett Kern punts 49 yards returned by Danny Amendola for 2 yards (tackle by Dane Cruikshank),10,17,-0.590,0.370
4,11:39,1,10,MIA 11,Ryan Tannehill middle for 4 yards (tackle by Logan Ryan and Wesley Woodyard),10,17,-0.370,-0.430
4,11:08,2,6,MIA 15,Ryan Tannehill pass incomplete short left intended for Kenny Stills,10,17,-0.430,-0.950
4,11:04,3,6,MIA 15,Ryan Tannehill pass complete short left to Kenyan Drake for 10 yards,10,17,-0.950,0.610
4,10:33,1,10,MIA 25,Ryan Tannehill pass complete deep middle to Kenny Stills for 75 yards touchdown,10,23,0.610,7.000
4,10:22,,,OTI 15,Jason Sanders kicks extra point good,10,24,0.000,0.000
4,10:22,,,MIA 35,Jason Sanders kicks off 59 yards returned by Darius Jennings for 94 yards touchdown,16,24,0.000,-7.000
4,10:11,,,MIA 15,Ryan Succop kicks extra point good,17,24,0.000,0.000
4,10:11,,,OTI 35,Ryan Succop kicks off 65 yards touchback,17,24,0.000,-0.610
4,10:11,1,10,MIA 25,Ryan Tannehill pass incomplete deep right intended for Jakeem Grant (defended by Kevin Byard),17,24,0.610,0.060
4,10:05,2,10,MIA 25,Ryan Tannehill pass complete short right to Jakeem Grant for 6 yards (tackle by Adoree' Jackson),17,24,0.060,0.170
4,9:28,3,4,MIA 31,Ryan Tannehill for no gain. Penalty on Josh Sitton: Offensive Holding 11 yards (no play),17,24,0.170,-1.290
4,8:55,3,15,MIA 20,Ryan Tannehill pass incomplete deep middle intended for Jakeem Grant is intercepted by Kenny Vaccaro at TEN-43,17,24,-1.290,-1.800
4,8:47,1,10,OTI 43,Dion Lewis right guard for 7 yards (tackle by Jerome Baker and Raekwon McMillan),17,24,1.800,2.200
4,8:12,2,3,50,Blaine Gabbert pass incomplete short right intended for Jonnu Smith,17,24,2.200,1.490
4,8:07,3,3,50,Blaine Gabbert pass complete short right to Dion Lewis for 3 yards (tackle by Kiko Alonso),17,24,1.490,2.460
4,7:35,1,10,MIA 47,Dion Lewis left tackle for 5 yards (tackle by Robert Quinn and Jerome Baker),17,24,2.460,2.590
4,6:58,2,5,MIA 42,Dion Lewis right tackle for 1 yard (tackle by Raekwon McMillan and Xavien Howard),17,24,2.590,2.010
4,6:20,3,4,MIA 41,Blaine Gabbert pass incomplete short left intended for Delanie Walker is intercepted by Reshad Jones at MIA-34 and returned for 54 yards,17,24,2.010,-4.780
4,6:04,1,10,OTI 12,Kenyan Drake right tackle for -3 yards (tackle by Jurrell Casey and Wesley Woodyard),17,24,4.780,3.660
4,5:17,2,13,OTI 15,Ryan Tannehill sacked by Kamalei Correa for -8 yards,17,24,3.660,2.080
4,4:35,,,,Timeout #2 by Tennessee Titans,17,24,,
4,4:35,3,21,OTI 23,Ryan Tannehill pass complete short left to Kenny Stills for 11 yards (tackle by Wesley Woodyard and Logan Ryan),17,24,2.080,2.630
4,3:53,4,10,OTI 12,Jason Sanders 30 yard field goal good,17,27,2.630,3.000
4,3:49,,,MIA 35,Jason Sanders kicks off 65 yards touchback,17,27,0.000,-0.610
4,3:49,1,10,OTI 25,Blaine Gabbert pass complete short middle to Delanie Walker for 15 yards (tackle by T.J. McDonald),17,27,0.610,1.600
4,3:33,1,10,OTI 40,Blaine Gabbert pass incomplete deep right intended for Corey Davis,17,27,1.600,1.050
4,3:21,2,10,OTI 40,Blaine Gabbert pass complete short left to Dion Lewis for 3 yards (tackle by Kiko Alonso),17,27,1.050,0.760
4,3:15,3,7,OTI 43,Blaine Gabbert pass incomplete short right intended for Corey Davis,17,27,0.760,-0.520
4,3:11,,,,Timeout #3 by Tennessee Titans,17,27,,
4,3:11,4,7,OTI 43,Blaine Gabbert pass incomplete short left intended for Dion Lewis,17,27,-0.520,-2.720
4,3:07,1,10,OTI 43,Kenyan Drake left tackle for 3 yards (tackle by Kenny Vaccaro),17,27,2.720,2.580
4,2:22,2,7,OTI 40,Kenyan Drake right end for -3 yards (tackle by Kamalei Correa and William Compton),17,27,2.580,1.490
4,2:00,3,10,OTI 43,Kenyan Drake left tackle for no gain (tackle by Wesley Woodyard and Jurrell Casey),17,27,1.490,0.400
4,1:15,,,,Timeout #2 by Miami Dolphins,17,27,,
4,1:15,4,10,OTI 43,Penalty on Matt Haack: Delay of Game (Declined),17,27,0.400,0.400
4,1:15,4,10,OTI 43,Matt Haack punts 43 yards touchback,17,27,0.400,-0.280
4,1:07,1,10,OTI 20,Blaine Gabbert pass complete short middle to Corey Davis for 18 yards (tackle by Xavien Howard),17,27,0.280,1.470
4,0:59,1,10,OTI 38,Blaine Gabbert pass incomplete short middle intended for Jonnu Smith (defended by Minkah Fitzpatrick),17,27,1.470,0.920
4,0:55,2,10,OTI 38,Blaine Gabbert pass incomplete short middle intended for Corey Davis,17,27,0.920,0.230
4,0:50,3,10,OTI 38,Blaine Gabbert pass complete short middle to Jonnu Smith for 12 yards (tackle by T.J. McDonald),17,27,0.230,2.260
4,0:32,1,10,50,Blaine Gabbert pass complete short middle to Dion Lewis for 10 yards (tackle by Jerome Baker),17,27,2.260,2.920
4,0:17,1,10,MIA 40,Blaine Gabbert spiked the ball. Penalty on MIA: Defensive Too Many Men on Field 5 yards (no play),17,27,2.920,3.650
4,0:16,1,5,MIA 35,Ryan Succop 53 yard field goal good,20,27,3.650,3.000
4,0:11,,,OTI 35,Daren Bates kicks onside 13 yards recovered by Jerome Baker,20,27,0.000,-2.390
4,0:10,1,10,OTI 48,Ryan Tannehill kneels for -1 yards,20,27,2.390,1.710